id_artigo,titulo,ano,api_abstract,topico,topico_prob
1913,"POLÍTICA AGRÁRIA NO PRIMEIRO PLANO DIRETOR DA SUDENE: FOME, ABASTECIMENTO E POLÍTICA",2022,"Resumo No primeiro Plano Diretor da SUDENE (1961-1963), sob coordenação de Celso Furtado, a questão agrária constituiu importante paradigma para construção uma política desenvolvimento região Nordeste. Este artigo busca analisar sistematizada no documento do Anteprojeto em suas seguintes fases: o diagnóstico crise social e efeitos seca, proposta reestruturação agrícola direcionada à produção alimentos combate fome, abastecimento colonização diminuição deslocamento populacional forçado. Esses elementos constituem base prognóstico transformação estrutural redução das desigualdades sociais, nova agricultura um novo agricultor. O plano encaminhado pela resultou pactuação intraelites Conselho Deliberativo SUDENE, entre governadores representantes ministérios, mesmo representando “medida possível” estrutura agrária, conheceu sua derrocada política.",-1,0.0
1914,EDUCAÇÃO PROFISSIONAL E O CURSO SUPERIOR DE UM CÂMPUS DO IF GOIÁS: PERCEPÇÃO DOS ALUNOS NO CONTEXTO DO ESTÁGIO SUPERVISIONADO,2019,"Este estudo busca desvelar a percepção dos alunos de um campus do Instituto Federal de Educação, Ciências e Tecnologia de Goiás (IFG) sobre sua formação e inserção no mundo do trabalho. A questão de interesse é: qual a percepção desses alunos sobre sua formação inicial, assertivas e fragilidades para acessar o mundo do trabalho, para o exercício da docência e, ainda, sua percepção sobre a articulação e integração da teoria e prática durante seu curso? O referencial teórico adotado destaca, dentre outros, Nóvoa (1995), Pimenta (1995), Tardif (2010) e Candau (2013). Esta pesquisa se caracteriza como um trabalho de natureza qualitativa com uso de roteiro de entrevista para alunos do curso de Licenciatura em Química. Ao interpretar e analisar a percepção dos alunos do curso constatou-se uma insatisfação dos entrevistados em relação à articulação entre teoria e prática no que tange o estágio supervisionado. Em contrapartida, é possível perceber que o IFG tem se preocupado com as mudanças significativas que interferem na proposta curricular de seu curso, por apresentar uma redefinição de seu currículo e avanço da matriz curricular em relação às práticas de ensino e didática.",-1,0.0
1915,POLÍTICAS PÚBLICAS EDUCACIONAIS E O PNE: PERCEPÇÕES SOBRE AS METAS 19 E 20 EM UM COLÉGIO ESTADUAL DE GOIÁS,2021,"Esse estudo teve como objetivo identificar a percepção dos sujeitos de um Colégio Estadual Ensino Médio da cidade Anápolis – GO1 acerca gestão democrática e financiamento educação, procurando analisar se está em conformidade com as metas 19 20 do Plano Nacional Educação PNE 2014/2024, que tratam os investimentos públicos educação. O foi realizado por meio entrevista equipe gestora (diretor secretária), coordenação professores. Tendo suporte metodológico, revisão literatura, ou seja, análise livros, artigos publicados revistas especializadas banco dados na Internet. aporte teórico fundamentou-se Aguiar (2018), Dourado (2017), Saviani Brzezinski (2017) dentre outros. Foi constatado o adequado tornaram-se premissas fundamentais para garantia acesso permanência alunos Escola. Percebe-se também, vários desafios estas sejam fato efetivadas pelo Colégio.",0,0.0
1916,CURRÍCULO DA EDUCAÇÃO PROFISSIONAL: PROPOSTAS E PERCEPÇÕES DOS ESTUDANTES DOS CURSOS SUPERIORES DO IFG CAMPUS URUAÇU,2020,"Esse artigo tem como objetivo identificar e analisar a proposta curricular da educação profissional partir seguinte questão: o currículo de contribui para formação do trabalhador sob percepção estudante dos cursos superiores IFG Campus Uruaçu. Com base em estudos os Frigotto (2009) Silva (2007) documentos (2013, 2015) discute-se, as concepções currículo. O estudo caso analisou relação entre curso mundo trabalho concluiu que integrado ainda requer um olhar mais propositivo efetivo estudantes possam vivenciar, na prática seus cursos, essa nova realidade. Isso porque questão fragilidade teoria prática, necessidade se obter experiência prática/técnica durante estágio foram latentes apontadas pelos estudantes.",-1,0.0
1917,LIBERDADE E LIBERALISMO EM JOHN LOCKE: ALGUMAS DEFINIÇÕES / FREEDOM AND LIBERALISM IN JOHN LOCKE: SOME DEFINITIONS,2021,"Com objetivo de apreender o conceito liberalismo clássico do filósofo inglês John Locke, realiza-se um recorte algumas das principais obras publicadas pelo autor, suas análises e contribuições que influenciaram ainda influenciam a sociedade. Será abordada teoria geral – situado na lockeana sobre liberdade, estado natureza propriedade no contexto em autor viveu, porta, entre outras, definição é ser liberal. Assim, considera-se liberal aquele acredita defende liberdade plena homem seu natural comunga ideias concentração poder retira outros.",0,0.0
1919,NARRATIVAS DOCENTES SOBRE VALORIZAÇÃO E FORTALECIMENTO PROFISSIONAL: O CASO DO PACTO PELA EDUCAÇÃO EM GOIÁS,2022,"O objetivo deste é analisar a partir das narrativas docentes o eixo “Valorizar e Fortalecer Profissional da Educação” que foi implementado no Estado de Goiás durante Reforma Política Pacto pela Educação. Para isso faz uso pesquisa documental bibliográfica para apreensão do contemplado. Nesse interim, faz-se uma contexto fundamenta política educacional, em tese, intuito levar reflexão todas vertentes envolveram esse qual desde sua implantação até os dias atuais professores ainda vivenciam resquícios desta teve teoria vigência entre anos 2011 2014. As dos demonstram ele se vê desvalorizado, compreendendo que, acordo com realidade atual instituições ensino, faltam recursos, inclusive tecnológicos, exercício profissão.",-1,0.0
1921,DETERMINANTS OF EATING PATTERNS AND NUTRIENT INTAKE AMONG ADOLESCENT ATHLETES: A SYSTEMATIC REVIEW,2017,"This review aims to update the influences of sport modalities, performance, and non-exercise-related determinant, on eating patterns nutrient intake outcomes among adolescent competitive athletes. The PubMed Scopus databases were searched for last 20 years. Observational intervention studies all languages in (10- 19-year-old) athletes included. Study quality risk bias assessed using a Downs Black instrument. Moreover, Grading Recommendations, Assessment, Development Evaluations (GRADE) evidence system was used assess strength body evidence. Regarding 21 included articles, 95.2% focused analysis, whereas few articles reported patterns. As determinants, most analyzed sport-related (n = 10) demographic factors 8), which only modalities significantly associated with intake. Age sex not All observational, cross-sectional 17) conducted developed countries such as United States European nations. Most evaluated boys, that received attention soccer. Athletes do adjust their or food choice demands training load different sessions, while influenced results concerning determinants inconsistent thus remain inconclusive. Prospero CRD42016043310 .",0,0.0
1922,PPARG2 PRO12ALA POLYMORPHISM INFLUENCES BODY COMPOSITION CHANGES IN SEVERELY OBESE PATIENTS CONSUMING EXTRA VIRGIN OLIVE OIL: A RANDOMIZED CLINICAL TRIAL,2018,"Previous intervention studies have reported the association of PPARG2 Pro12Ala (rs1801282) and IL6 -174G > C (rs1800795) polymorphisms with weight loss; however, their results are inconsistent. We aimed to investigate effect on body weight, composition metabolic parameters after a 12-week nutritional traditional Brazilian diet extra virgin olive oil supplementation in severely obese patients. A total 149 individuals [body mass index (BMI) ≥ 35 kg/m2] were randomized into three groups – (OO) group (n = 50), (DieTBra) 49), DieTBra plus (DieTBra+OO) 50). Anthropometric measurements, composition, parameters, physical activity practise dietary intake assessed. The associations tested using generalized linear models adjusted for confounders. polymorphism influenced changes. Ala carriers had greater reductions percentage fat (%BF) (OO: p 0.049, DietBra+OO: 0.004) increases both fat-free (FFM) 0.020, DieTBra: 0.007) lean (LM) DieTBra+OO: than did ProPro homozygotes. No was found polymorphism. Extra may modulate favourable changes, promoting decrease %BF LM FFM individuals, even without loss, presence allele Registered under ClinicalTrials.gov Identifier No. NCT02463435 .",12,0.0
1923,EFFECT OF EXTRA VIRGIN OLIVE OIL AND TRADITIONAL BRAZILIAN DIET ON THE BONE HEALTH PARAMETERS OF SEVERELY OBESE ADULTS: A RANDOMIZED CONTROLLED TRIAL,2020,"Dietary interventions can stabilize and/or reverse bone mass loss. However, there are no reports on its effects mineral density (BMD) in severely obese people, despite the vulnerability of this group to We examine effect extra virgin olive oil supplementation and traditional Brazilian diet (DieTBra) BMD levels calcium, vitamin D, parathyroid hormone (PTH) adults. A randomized controlled trial followed-up with adults (n = 111, mean body index 43.6 kg/m2 ± 4.5 kg/m2) for 12 weeks. Study participants received either (52 mL/day), DieTBra, or + DieTBra mL/day DieTBra). was assessed by total spine hip dual-energy X-ray absorptiometry. After interventions, means (p 0.016) 0.029) were higher than group. Final calcium compared 0.026). Findings suggest that have positive health The major study registered at ClinicalTrials.gov (NCT02463435).",12,0.0
1926,"TYPE 2 DIABETES MELLITUS IN CLASS II AND III OBESITY: PREVALENCE, ASSOCIATED FACTORS, AND CORRELATION BETWEEN GLYCEMIC PARAMETERS AND BODY MASS INDEX",2020,"Despite the worldwide growth of class II and III obesity, factors associated with type 2 diabetes mellitus (T2DM) in these obese individuals are not widely understood. Moreover, no study has investigated associations South America. Our aimed to investigate prevalence T2DM its factors, an emphasis on biochemical parameters eating habits, individuals. We also analyze correlation between glycemic body mass index (BMI). Baseline data from a randomized clinical trial (DieTBra Trial) 150 (BMI > 35 kg/m",12,0.0
1927,TRADITIONAL BRAZILIAN DIET AND OLIVE OIL REDUCE CARDIOMETABOLIC RISK FACTORS IN SEVERELY OBESE INDIVIDUALS: A RANDOMIZED TRIAL,2020,"Cardioprotective effects associated with extra virgin olive oil (EVOO) have been studied within the Mediterranean diet. However, little is known about its consumption in traditional Brazilian diet (DieTBra) or without any dietary prescription, particularly severely obese individuals. This study aimed to assess effectiveness of DieTBra and EVOO cardiometabolic risk factor (CMRF) reduction We conducted a parallel randomized clinical trial 149 individuals (body mass index ≥ 35.0 kg/m2) aged 18–65 years, assigned three groups: 52 mL/day (n = 50), 49), + 50). Participants were followed up for 12 weeks. Low-density lipoprotein cholesterol (LDL-c) was primary endpoint several parameters secondary endpoints. Endpoints compared at baseline end using analysis variance, Kruskal–Wallis test, Student’s t-test. The TC/High-density (HDL) ratio (−0.33 ± 0.68, p 0.002) LDL/HDL (−0.26 0.59, 0.005) decreased group. Delta values all variables showed no significant statistical difference between groups. we highlight significance LDL-c group by 5.11 21.79 mg/dL 4.27 23.84 mg/dL. also found mean around 10% Castelli II (LDL/HDL) homocysteine TG TG/HDL when administered alone lead some",12,0.0
1928,WANG-LANDAU MONTE CARLO SIMULATION OF THE BLUME-CAPEL MODEL,2006,"We carry out a study of the two-dimensional Blume-Capel model using Wang-Landau Monte Carlo method which estimates density states $g(E)$ directly. This work validates applicability this to multiparametric systems, since only one computer run is needed for all range macroscopic parameters (temperature, anisotropy, etc.). The location tricritical point determined as ${k}_{B}{T}_{t}∕J=0.609(3)$, ${D}_{t}∕J=1.966(2)$ and in excellent agreement with previous estimates. free energy entropy, are not directly accessible by conventional simulations, obtained simply $g(E)$.",3,0.0
1933,TECNOLOGIA E EDUCAÇÃO: ALGUMAS CONSIDERAÇÕES SOBRE O DISCURSO PEDAGÓGICO CONTEMPORÂNEO,2012,"O presente artigo pretende analisar os fundamentos do discurso predominante sobre as relações entre tecnologias e a educação, tomando por base um estado da arte realizado usos computador na educação escolar, no período de 1997 2007 Brasil. Nesse foram encontrados 107 trabalhos relacionados essa temática referência 1.330 autores. A análise destes conduz à reflexão que busca apoio teórico em descolamento dos discursos habituais o uso das educação: tanto aqueles se baseiam nas prescrições normativas para incorporação instrumentos tecnológicos (visão instrumental), como impõem TIC uma fatalidade seio escolas (determinismo tecnológico). corpus total foi objeto conteúdo, indicando categorias: recurso didáticopedagógico político-pedagógico.",-1,0.0
